證券代碼,年月日,開盤價(元),收盤價(元)
Y9999  ,20150708,9225.91,8976.11
M2300  ,20150708,359.95,349.85
2330,20150709,113.7041,115.8254
TWN50  ,20150709,6556.67,6618.48
Y9999  ,20150709,8861.28,8914.13
M2300  ,20150709,343.45,347.43
2330,20150713,116.2497,117.5225
TWN50  ,20150713,6647.22,6719
Y9999  ,20150713,8946.72,9033.92
M2300  ,20150713,348.56,351.99
2330,20150714,118.3711,117.5225
TWN50  ,20150714,6751.33,6723.83
Y9999  ,20150714,9061.58,9041.76
M2300  ,20150714,353.08,351.48
2330,20150715,117.9468,117.5225
TWN50  ,20150715,6746.72,6747.22
Y9999  ,20150715,9063.54,9054.2
M2300  ,20150715,352.36,350.59
2330,20150716,118.7953,115.8254
TWN50  ,20150716,6769.98,6725.79
Y9999  ,20150716,9062.76,9042.21
M2300  ,20150716,351.47,349.37
2330,20150717,117.0982,118.7953
TWN50  ,20150717,6747.9,6735.91
Y9999  ,20150717,9060.92,9045.98
M2300  ,20150717,350.67,349.68
2330,20150720,120.0681,117.9468
TWN50  ,20150720,6779.1,6690.82
Y9999  ,20150720,9085,8975
M2300  ,20150720,351.71,346.91
2330,20150721,119.6439,119.2196
TWN50  ,20150721,6720.18,6742.55
Y9999  ,20150721,8997.56,9005.96
M2300  ,20150721,348.49,348.88
2330,20150722,117.9468,117.9468
TWN50  ,20150722,6690.03,6670.32
Y9999  ,20150722,8955.59,8918.7
M2300  ,20150722,345.6,344.02
2330,20150723,116.2497,115.4012
TWN50  ,20150723,6614.26,6548.76
Y9999  ,20150723,8865.36,8791.12
M2300  ,20150723,341.06,336.04
2330,20150724,117.0982,116.2497
TWN50  ,20150724,6572.37,6542.02
Y9999  ,20150724,8809.65,8767.86
M2300  ,20150724,337.43,335.1
2330,20150727,114.5526,113.7041
TWN50  ,20150727,6504.98,6420.15
Y9999  ,20150727,8733.24,8556.68
M2300  ,20150727,333,325.88
2330,20150728,114.5526,113.7041
TWN50  ,20150728,6437.86,6428.91
Y9999  ,20150728,8566.42,8582.49
M2300  ,20150728,326.67,329.09
2330,20150729,114.5526,114.9769
TWN50  ,20150729,6438.61,6413.48
Y9999  ,20150729,8587.7,8563.48
M2300  ,20150729,329.38,328.01
2330,20150730,115.4012,117.5225
TWN50  ,20150730,6423.62,6490.94
Y9999  ,20150730,8567.23,8651.49
M2300  ,20150730,328.31,331.36
2330,20150731,119.2196,118.3711
TWN50  ,20150731,6515.56,6517.23
Y9999  ,20150731,8670.92,8665.34
M2300  ,20150731,333.13,332.36
2330,20150803,117.5225,114.1284
TWN50  ,20150803,6478.21,6383.99
Y9999  ,20150803,8636.53,8524.41
M2300  ,20150803,330.54,324.24
2330,20150804,114.5526,115.8254
TWN50  ,20150804,6400.8,6407.62
Y9999  ,20150804,8538.44,8510.86
M2300  ,20150804,324.86,322.04
2330,20150805,114.9769,113.7041
TWN50  ,20150805,6396.23,6395.42
Y9999  ,20150805,8504.94,8542.27
M2300  ,20150805,321.36,322.17
2330,20150806,115.4012,113.7041
TWN50  ,20150806,6427.91,6337.26
Y9999  ,20150806,8564.55,8449.56
M2300  ,20150806,323.83,318.43
2330,20150807,112.8556,112.8556
TWN50  ,20150807,6299.45,6324.51
Y9999  ,20150807,8409.01,8442.29
M2300  ,20150807,316.27,318.96
2330,20150810,111.1585,109.4614
TWN50  ,20150810,6290.22,6291.59
Y9999  ,20150810,8410.63,8466.84
M2300  ,20150810,316.75,318.13
2330,20150811,113.2798,110.7342
TWN50  ,20150811,6380.96,6262.54
Y9999  ,20150811,8542.13,8394.14
M2300  ,20150811,323.15,318.31
2330,20150812,109.8857,109.0371
TWN50  ,20150812,6231.47,6158.67
Y9999  ,20150812,8365.15,8283.38
M2300  ,20150812,316.79,315.34
2330,20150813,109.4614,108.6129
TWN50  ,20150813,6166.01,6173.19
Y9999  ,20150813,8284.96,8311.74
M2300  ,20150813,316.15,318.42
2330,20150814,108.6129,106.9158
TWN50  ,20150814,6179.47,6161.47
Y9999  ,20150814,8315.14,8305.64
M2300  ,20150814,318.34,316.26
2330,20150817,106.4915,105.2187
TWN50  ,20150817,6165.4,6090
Y9999  ,20150817,8307.9,8213.42
M2300  ,20150817,315.96,311.74
2330,20150818,106.0673,106.9158
TWN50  ,20150818,6115.99,6079.18
Y9999  ,20150818,8237.08,8177.22
M2300  ,20150818,313.38,312.76
2330,20150819,108.1886,106.0673
TWN50  ,20150819,6090.25,5987.03
Y9999  ,20150819,8182.81,8021.84
M2300  ,20150819,313.46,307.23
2330,20150820,105.643,106.9158
TWN50  ,20150820,5969.23,5977.17
Y9999  ,20150820,8008.68,8029.81
M2300  ,20150820,306.4,307.25
2330,20150821,104.3702,102.6731
TWN50  ,20150821,5886.88,5792.48
Y9999  ,20150821,7941.95,7786.92
M2300  ,20150821,303,296.96
2330,20150824,101.8246,97.5819
TWN50  ,20150824,5727.92,5562.29
Y9999  ,20150824,7719.63,7410.34
M2300  ,20150824,294.26,283.79
2330,20150825,100.1275,104.7944
TWN50  ,20150825,5598.86,5815.08
Y9999  ,20150825,7427.36,7675.64
M2300  ,20150825,285.12,296.7
2330,20150826,102.6731,103.9459
TWN50  ,20150826,5769.07,5814.76
Y9999  ,20150826,7636.12,7715.59
M2300  ,20150826,294.09,295.24
2330,20150827,106.0673,105.2187
TWN50  ,20150827,5869.16,5886.09
Y9999  ,20150827,7762.63,7824.55
M2300  ,20150827,298.33,300.63
2330,20150828,107.7643,106.0673
TWN50  ,20150828,5989.08,6032.99
Y9999  ,20150828,7923.77,8019.18
M2300  ,20150828,305.66,307.57
2330,20150831,106.9158,109.4614
TWN50  ,20150831,6045.65,6182.89
Y9999  ,20150831,8026.62,8174.92
M2300  ,20150831,308.39,314.59
2330,20150901,108.1886,105.2187
TWN50  ,20150901,6121.78,6004.31
Y9999  ,20150901,8117.5,8017.56
M2300  ,20150901,312.26,308.4
2330,20150902,104.3702,106.4915
TWN50  ,20150902,5954.82,6017.3
Y9999  ,20150902,7970.4,8035.29
M2300  ,20150902,306.25,309.8
2330,20150903,108.1886,107.7643
TWN50  ,20150903,6050.91,6042.82
Y9999  ,20150903,8071.37,8095.95
M2300  ,20150903,311.22,312.36
2330,20150904,107.3401,106.0673
TWN50  ,20150904,6029.78,5962.18
Y9999  ,20150904,8087.62,8000.6
M2300  ,20150904,312.2,307.76
2330,20150907,105.643,103.9459
TWN50  ,20150907,5951.93,5932.28
Y9999  ,20150907,7990.76,7986.56
M2300  ,20150907,307.48,306.76
2330,20150908,103.9459,104.3702
TWN50  ,20150908,5937.54,5936.58
Y9999  ,20150908,7993.1,8001.5
M2300  ,20150908,307.29,308.09
2330,20150909,107.3401,109.4614
TWN50  ,20150909,6039.42,6186.25
Y9999  ,20150909,8097.22,8286.92
M2300  ,20150909,313.36,320.83
2330,20150910,107.7643,106.0673
TWN50  ,20150910,6140.69,6126.07
Y9999  ,20150910,8247.64,8268.68
M2300  ,20150910,318.53,317.9
2330,20150911,106.4915,108.1886
TWN50  ,20150911,6129.8,6168.01
Y9999  ,20150911,8271.25,8305.82
M2300  ,20150911,318.45,320.93
2330,20150914,108.6129,108.1886
TWN50  ,20150914,6195.28,6174.74
Y9999  ,20150914,8332.57,8307.29
M2300  ,20150914,322.47,321.57
2330,20150915,108.1886,106.9158
TWN50  ,20150915,6184.57,6116.87
Y9999  ,20150915,8320.22,8259.99
M2300  ,20150915,322.24,318.24
2330,20150916,108.6129,109.8857
TWN50  ,20150916,6159.07,6188.93
Y9999  ,20150916,8298.13,8333.29
M2300  ,20150916,320.77,322.02
2330,20150917,110.7342,111.1585
TWN50  ,20150917,6236.85,6274.73
Y9999  ,20150917,8377.31,8445.5
M2300  ,20150917,324.24,325.57
2330,20150918,109.8857,111.5827
TWN50  ,20150918,6252.09,6272.25
Y9999  ,20150918,8427.52,8462.14
M2300  ,20150918,324.67,327.15
2330,20150921,110.3099,109.8857
TWN50  ,20150921,6211.55,6140.5
Y9999  ,20150921,8404.5,8307.04
M2300  ,20150921,324.58,320.58
2330,20150922,110.3099,109.4614
TWN50  ,20150922,6163.07,6172.52
Y9999  ,20150922,8331.44,8365.92
M2300  ,20150922,321.8,322.35
2330,20150923,107.7643,105.643
TWN50  ,20150923,6111.77,6030.43
Y9999  ,20150923,8310.82,8193.42
M2300  ,20150923,319.5,314.36
2330,20150924,107.7643,107.7643
TWN50  ,20150924,6066.06,5993.25
Y9999  ,20150924,8224.23,8123.1
M2300  ,20150924,316.48,312.08
2330,20150925,107.7643,107.7643
TWN50  ,20150925,6001.8,5995.15
Y9999  ,20150925,8131.49,8132.35
M2300  ,20150925,312.58,313.38
2330,20150930,108.6129,110.3099
TWN50  ,20150930,5965.1,6044.95
Y9999  ,20150930,8097.15,8181.24
M2300  ,20150930,312.09,316.37
2330,20151001,111.1585,113.2798
TWN50  ,20151001,6057.18,6131.52
Y9999  ,20151001,8194.3,8295.94
M2300  ,20151001,317.47,321.05
2330,20151002,112.4313,112.007
TWN50  ,20151002,6124.06,6127.11
Y9999  ,20151002,8290.43,8305.03
M2300  ,20151002,320.48,321
2330,20151005,112.8556,112.4313
TWN50  ,20151005,6163.72,6138.69
Y9999  ,20151005,8342.99,8352.36
M2300  ,20151005,322.73,322.09
2330,20151006,114.5526,112.8556
TWN50  ,20151006,6200.03,6185.06
Y9999  ,20151006,8409.31,8394.1
M2300  ,20151006,325.41,323.37
2330,20151007,113.2798,114.5526
TWN50  ,20151007,6189.5,6268.44
Y9999  ,20151007,8398.53,8495.23
M2300  ,20151007,323.84,327.29
2330,20151008,116.2497,115.4012
TWN50  ,20151008,6306.27,6258.23
Y9999  ,20151008,8528.46,8445.96
M2300  ,20151008,329.52,326.65
2330,20151012,116.2497,117.5225
TWN50  ,20151012,6294.57,6362.63
Y9999  ,20151012,8478.34,8573.72
M2300  ,20151012,328.73,331.1
2330,20151013,117.5225,116.674
TWN50  ,20151013,6358.04,6341.51
Y9999  ,20151013,8571.57,8567.92
M2300  ,20151013,331.03,330.65
2330,20151014,115.8254,115.8254
TWN50  ,20151014,6316.58,6293
Y9999  ,20151014,8545.14,8522.51
M2300  ,20151014,329.72,329.42
2330,20151015,117.9468,118.7953
TWN50  ,20151015,6348.72,6374.75
Y9999  ,20151015,8573.38,8601.52
M2300  ,20151015,332.38,333.06
2330,20151016,116.2497,116.674
TWN50  ,20151016,6360.74,6359.53
Y9999  ,20151016,8596.43,8604.95
M2300  ,20151016,332.09,332.46
2330,20151019,117.5225,117.0982
TWN50  ,20151019,6382.38,6373.54
Y9999  ,20151019,8628.79,8631.5
M2300  ,20151019,333.65,332.02
2330,20151020,117.9468,117.9468
TWN50  ,20151020,6394.26,6378.57
Y9999  ,20151020,8651.08,8653.6
M2300  ,20151020,333.11,332.73
2330,20151021,118.3711,117.5225
TWN50  ,20151021,6394.06,6339.72
Y9999  ,20151021,8668.08,8609.23
M2300  ,20151021,333.42,330.75
2330,20151022,117.0982,116.674
TWN50  ,20151022,6328.5,6329.25
Y9999  ,20151022,8600.4,8608.46
M2300  ,20151022,330.31,331.35
2330,20151023,118.7953,118.7953
TWN50  ,20151023,6396.06,6397.91
Y9999  ,20151023,8671.52,8673.81
M2300  ,20151023,334.77,333.91
2330,20151026,119.2196,118.7953
TWN50  ,20151026,6430.5,6445.33
Y9999  ,20151026,8706.81,8745.36
M2300  ,20151026,335.82,337.44
2330,20151027,117.5225,117.9468
TWN50  ,20151027,6418.46,6400.7
Y9999  ,20151027,8724,8701.32
M2300  ,20151027,335.9,335.39
2330,20151028,116.2497,117.0982
TWN50  ,20151028,6372.37,6366.17
Y9999  ,20151028,8679.24,8665.99
M2300  ,20151028,333.96,333.84
2330,20151029,117.9468,115.8254
TWN50  ,20151029,6382.61,6294.35
Y9999  ,20151029,8682.58,8571.08
M2300  ,20151029,335.02,330.28
2330,20151030,116.2497,115.8254
TWN50  ,20151030,6300.27,6274.14
Y9999  ,20151030,8578.25,8554.31
M2300  ,20151030,330.88,329.72
2330,20151102,117.5225,116.674
TWN50  ,20151102,6297.82,6324.68
Y9999  ,20151102,8571.53,8614.77
M2300  ,20151102,331.48,332.63
2330,20151103,117.5225,118.3711
TWN50  ,20151103,6353.91,6405.25
Y9999  ,20151103,8643.21,8713.19
M2300  ,20151103,334.3,336.6
2330,20151104,120.0681,122.6137
TWN50  ,20151104,6457.49,6537.95
Y9999  ,20151104,8759.94,8857.02
M2300  ,20151104,339.31,343.55
2330,20151105,122.1895,120.9167
TWN50  ,20151105,6536.94,6513.55
Y9999  ,20151105,8858.73,8850.18
M2300  ,20151105,343.66,343.23
2330,20151106,122.1895,118.7953
TWN50  ,20151106,6523.09,6379.77
Y9999  ,20151106,8857.61,8693.57
M2300  ,20151106,344.05,337.2
2330,20151109,119.6439,120.4924
TWN50  ,20151109,6390.11,6372.89
Y9999  ,20151109,8702.67,8642.48
M2300  ,20151109,337.77,335.58
2330,20151110,120.0681,118.3711
TWN50  ,20151110,6344.99,6275.85
Y9999  ,20151110,8614.55,8536.9
M2300  ,20151110,334.2,331.99
2330,20151111,119.2196,116.674
TWN50  ,20151111,6284.33,6196.06
Y9999  ,20151111,8543.63,8415.01
M2300  ,20151111,332.36,326
2330,20151112,117.5225,117.5225
TWN50  ,20151112,6208.13,6207.38
Y9999  ,20151112,8426.76,8428.09
M2300  ,20151112,326.99,326.92
2330,20151113,116.674,115.4012
TWN50  ,20151113,6179.91,6125.59
Y9999  ,20151113,8402.11,8329.5
M2300  ,20151113,325.47,323.15
2330,20151116,113.7041,114.5526
TWN50  ,20151116,6073.61,6098.04
Y9999  ,20151116,8278.12,8295.4
M2300  ,20151116,320.59,321.86
2330,20151117,117.0982,117.5225
TWN50  ,20151117,6176.54,6197.13
Y9999  ,20151117,8369.14,8419.42
M2300  ,20151117,326.1,328.11
2330,20151118,118.3711,116.2497
TWN50  ,20151118,6211.77,6125.75
Y9999  ,20151118,8432.25,8340.47
M2300  ,20151118,328.93,325.32
2330,20151119,117.5225,119.2196
TWN50  ,20151119,6169.51,6244.48
Y9999  ,20151119,8382.09,8477.2
M2300  ,20151119,327.42,330.95
2330,20151120,119.2196,119.6439
TWN50  ,20151120,6238.37,6230.07
Y9999  ,20151120,8472.65,8465.45
M2300  ,20151120,330.86,331.26
2330,20151123,119.6439,119.6439
TWN50  ,20151123,6242.47,6248.07
Y9999  ,20151123,8480.59,8485.73
M2300  ,20151123,331.8,332
2330,20151124,118.7953,118.3711
TWN50  ,20151124,6229.99,6177.82
Y9999  ,20151124,8472.24,8400.14
M2300  ,20151124,331.19,328.06
2330,20151125,118.3711,119.6439
TWN50  ,20151125,6181.79,6180.41
Y9999  ,20151125,8407.54,8386.13
M2300  ,20151125,328.49,327.92
2330,20151126,119.6439,120.9167
TWN50  ,20151126,6204.02,6253.01
Y9999  ,20151126,8411.16,8484.9
M2300  ,20151126,328.91,331.84
2330,20151127,121.3409,117.9468
TWN50  ,20151127,6259.71,6167.41
Y9999  ,20151127,8493.18,8398.4
M2300  ,20151127,332.27,328.05
2330,20151130,115.8254,117.9468
TWN50  ,20151130,6101.13,6112.22
Y9999  ,20151130,8339.83,8320.61
M2300  ,20151130,325.04,325.77
2330,20151201,119.2196,120.9167
TWN50  ,20151201,6154.79,6235.7
Y9999  ,20151201,8359.27,8463.3
M2300  ,20151201,328.02,332.54
2330,20151202,122.1895,120.9167
TWN50  ,20151202,6250.32,6225.95
Y9999  ,20151202,8475.96,8457.4
M2300  ,20151202,333.53,332.92
2330,20151203,120.0681,120.9167
TWN50  ,20151203,6189.59,6218.28
Y9999  ,20151203,8424.54,8456.06
M2300  ,20151203,331.22,332.85
2330,20151204,119.6439,119.2196
TWN50  ,20151204,6182.1,6156.9
Y9999  ,20151204,8423.7,8398.6
M2300  ,20151204,331.15,331.24
2330,20151207,120.4924,121.7652
TWN50  ,20151207,6192.46,6212.18
Y9999  ,20151207,8432.47,8454.27
M2300  ,20151207,332.82,334.52
2330,20151208,121.7652,120.9167
TWN50  ,20151208,6199.97,6129.2
Y9999  ,20151208,8442.06,8343.86
M2300  ,20151208,333.93,330.73
2330,20151209,120.4924,119.2196
TWN50  ,20151209,6113.39,6052.92
Y9999  ,20151209,8329.86,8229.62
M2300  ,20151209,330.34,326.25
2330,20151210,119.2196,119.6439
TWN50  ,20151210,6034.99,6044.68
Y9999  ,20151210,8214.27,8216.17
M2300  ,20151210,325.65,325.99
2330,20151211,119.6439,118.3711
TWN50  ,20151211,6045.68,5983.6
Y9999  ,20151211,8217.33,8115.89
M2300  ,20151211,326.14,321.94
2330,20151214,116.674,117.9468
TWN50  ,20151214,5923.69,5912.42
Y9999  ,20151214,8058.67,8040.16
M2300  ,20151214,319.07,318.23
2330,20151215,118.3711,117.0982
TWN50  ,20151215,5940.61,5913.87
Y9999  ,20151215,8074.48,8073.35
M2300  ,20151215,320.16,319.5
2330,20151216,120.4924,121.7652
TWN50  ,20151216,5992.59,6007.16
Y9999  ,20151216,8144.03,8184.66
M2300  ,20151216,323.62,324.42
2330,20151217,122.6137,123.038
TWN50  ,20151217,6037.21,6115.17
Y9999  ,20151217,8214.62,8319.67
M2300  ,20151217,325.85,330.22
2330,20151218,121.3409,120.4924
TWN50  ,20151218,6059.12,6033.88
Y9999  ,20151218,8272.41,8257.32
M2300  ,20151218,327.84,327.87
2330,20151221,120.0681,120.0681
TWN50  ,20151221,6002.29,6042.93
Y9999  ,20151221,8228.05,8282.17
M2300  ,20151221,326.69,329.25
2330,20151222,119.6439,120.4924
TWN50  ,20151222,6040.56,6064.5
Y9999  ,20151222,8283.03,8292.74
M2300  ,20151222,329.04,329.01
2330,20151223,119.6439,120.0681
TWN50  ,20151223,6064.75,6082.01
Y9999  ,20151223,8296.58,8315.7
M2300  ,20151223,328.93,329.11
2330,20151224,121.3409,120.4924
TWN50  ,20151224,6119.28,6100.4
Y9999  ,20151224,8351.2,8324.36
M2300  ,20151224,330.96,328.81
2330,20151225,120.4924,121.3409
TWN50  ,20151225,6103.76,6123.64
Y9999  ,20151225,8328.94,8363.28
M2300  ,20151225,328.89,330.71
2330,20151228,121.7652,121.7652
TWN50  ,20151228,6132.05,6127.55
Y9999  ,20151228,8374.18,8358.49
M2300  ,20151228,331.34,330.35
2330,20151229,121.7652,120.4924
TWN50  ,20151229,6119.76,6064.59
Y9999  ,20151229,8349.27,8293.91
M2300  ,20151229,329.96,327.24
2330,20151230,120.9167,120.9167
TWN50  ,20151230,6080.95,6054.4
Y9999  ,20151230,8313.37,8279.99
M2300  ,20151230,328.12,326.64
2330,20151231,120.4924,121.3409
TWN50  ,20151231,6045.78,6105.44
Y9999  ,20151231,8273.77,8338.06
M2300  ,20151231,326.46,327.73
2330,20160104,120.9167,118.3711
TWN50  ,20160104,6080.91,5918.25
Y9999  ,20160104,8315.79,8114.26
M2300  ,20160104,327.85,320.5
2330,20160105,117.9468,117.0982
TWN50  ,20160105,5908.35,5885.42
Y9999  ,20160105,8105,8075.11
M2300  ,20160105,319.85,318.9
2330,20160106,117.0982,114.9769
TWN50  ,20160106,5868.67,5815.69
Y9999  ,20160106,8064.25,7990.39
M2300  ,20160106,318.29,313.76
2330,20160107,114.1284,112.8556
TWN50  ,20160107,5782.17,5722.19
Y9999  ,20160107,7963.24,7852.06
M2300  ,20160107,311.86,307.68
2330,20160108,112.007,113.7041
TWN50  ,20160108,5680.47,5732.96
Y9999  ,20160108,7811.2,7893.97
M2300  ,20160108,305.59,310.47
2330,20160111,112.8556,112.8556
TWN50  ,20160111,5693.61,5659.45
Y9999  ,20160111,7855.8,7788.42
M2300  ,20160111,308.64,306.6
2330,20160112,112.8556,112.8556
TWN50  ,20160112,5676.63,5668.83
Y9999  ,20160112,7807.93,7768.45
M2300  ,20160112,307.28,305.62
2330,20160113,113.2798,113.2798
TWN50  ,20160113,5697.66,5708.47
Y9999  ,20160113,7799.56,7824.61
M2300  ,20160113,307.15,307.85
2330,20160114,110.7342,111.5827
TWN50  ,20160114,5628.82,5648.29
Y9999  ,20160114,7752.09,7742.88
M2300  ,20160114,304.04,304.7
2330,20160115,116.674,116.2497
TWN50  ,20160115,5726.59,5689.4
Y9999  ,20160115,7809,7762.01
M2300  ,20160115,309.43,307.73
2330,20160118,114.5526,116.2497
TWN50  ,20160118,5601.96,5679.88
Y9999  ,20160118,7678.67,7811.18
M2300  ,20160118,303.9,309.69
2330,20160119,116.674,117.0982
TWN50  ,20160119,5686.29,5709.56
Y9999  ,20160119,7816.45,7854.88
M2300  ,20160119,310.22,311.96
2330,20160120,116.674,114.1284
TWN50  ,20160120,5688.93,5584.6
Y9999  ,20160120,7835.17,7699.12
M2300  ,20160120,311.07,304.55
2330,20160121,113.7041,114.5526
TWN50  ,20160121,5595.34,5559.56
Y9999  ,20160121,7713.17,7664.01
M2300  ,20160121,304.98,304.75
2330,20160122,115.8254,117.5225
TWN50  ,20160122,5621.91,5647.52
Y9999  ,20160122,7729.01,7756.18
M2300  ,20160122,307.9,309.9
2330,20160125,118.7953,118.3711
TWN50  ,20160125,5705.72,5749.98
Y9999  ,20160125,7813.73,7894.15
M2300  ,20160125,312.83,314.96
2330,20160126,116.674,116.674
TWN50  ,20160126,5686.01,5688.79
Y9999  ,20160126,7832.1,7828.67
M2300  ,20160126,312.14,312.63
2330,20160127,117.9468,118.3711
TWN50  ,20160127,5725.8,5714.63
Y9999  ,20160127,7863.66,7849.83
M2300  ,20160127,314.47,314.23
2330,20160128,117.0982,118.7953
TWN50  ,20160128,5684.71,5751.32
Y9999  ,20160128,7825.22,7905.1
M2300  ,20160128,312.44,316.06
2330,20160129,117.5225,121.3409
TWN50  ,20160129,5721.77,5902.97
Y9999  ,20160129,7880.78,8080.6
M2300  ,20160129,314.34,322.38
2330,20160130,120.9167,120.4924
TWN50  ,20160130,5924,5944.45
Y9999  ,20160130,8107.23,8145.21
M2300  ,20160130,322.99,323.83
2330,20160201,122.1895,122.1895
TWN50  ,20160201,5968.38,5962.32
Y9999  ,20160201,8164.24,8156.96
M2300  ,20160201,325.5,324.63
2330,20160202,122.1895,120.9167
TWN50  ,20160202,5942.37,5930.61
Y9999  ,20160202,8141.52,8131.24
M2300  ,20160202,324.11,323.27
2330,20160203,123.038,123.8865
TWN50  ,20160203,5922.05,5892.33
Y9999  ,20160203,8117.22,8063
M2300  ,20160203,323.72,322.21
2330,20160215,120.4924,123.038
TWN50  ,20160215,5792.31,5880.54
Y9999  ,20160215,7976.65,8066.51
M2300  ,20160215,317.61,321.98
2330,20160216,123.8865,125.1594
TWN50  ,20160216,5907.39,6005.38
Y9999  ,20160216,8090.91,8212.07
M2300  ,20160216,323.03,327.89
2330,20160217,126.4322,125.5836
TWN50  ,20160217,6036.34,6003.55
Y9999  ,20160217,8240.73,8214.25
M2300  ,20160217,329.61,328.87
2330,20160218,127.2807,128.1292
TWN50  ,20160218,6054.36,6090.17
Y9999  ,20160218,8261.74,8314.67
M2300  ,20160218,331.32,333.02
2330,20160219,126.4322,128.1292
TWN50  ,20160219,6060.17,6088.53
Y9999  ,20160219,8291.83,8325.04
M2300  ,20160219,331.78,333.46
2330,20160222,126.8564,128.1292
TWN50  ,20160222,6074.67,6086.27
Y9999  ,20160222,8315.79,8326.68
M2300  ,20160222,332.49,333.43
2330,20160223,127.705,126.8564
TWN50  ,20160223,6088.98,6077.6
Y9999  ,20160223,8333.59,8334.64
M2300  ,20160223,333.42,332.94
2330,20160224,126.8564,125.5836
TWN50  ,20160224,6075.75,6034.81
Y9999  ,20160224,8332.66,8282.86
M2300  ,20160224,332.94,330.08
2330,20160225,126.4322,127.705
TWN50  ,20160225,6056.54,6116.33
Y9999  ,20160225,8304.18,8365.86
M2300  ,20160225,331.34,334.4
2330,20160226,128.1292,126.4322
TWN50  ,20160226,6132.09,6136.47
Y9999  ,20160226,8380.53,8411.16
M2300  ,20160226,334.82,335.05
2330,20160301,126.0079,128.9778
TWN50  ,20160301,6100.31,6186.22
Y9999  ,20160301,8381.38,8485.69
M2300  ,20160301,333.94,339.07
2330,20160302,130.6749,129.8263
TWN50  ,20160302,6250.88,6240.06
Y9999  ,20160302,8544.66,8544.05
M2300  ,20160302,342.4,341.51
2330,20160303,130.6749,130.6749
TWN50  ,20160303,6268.87,6308.93
Y9999  ,20160303,8569.05,8611.79
M2300  ,20160303,342.97,343.02
2330,20160304,129.8263,129.402
TWN50  ,20160304,6305.21,6317.77
Y9999  ,20160304,8611.37,8643.55
M2300  ,20160304,342.69,343.44
2330,20160307,129.402,128.9778
TWN50  ,20160307,6329.64,6314.95
Y9999  ,20160307,8656.74,8659.55
M2300  ,20160307,343.82,342.16
2330,20160308,128.1292,128.9778
TWN50  ,20160308,6307.56,6327.19
Y9999  ,20160308,8655.86,8664.31
M2300  ,20160308,341.45,342.76
2330,20160309,128.9778,129.8263
TWN50  ,20160309,6310.87,6304.4
Y9999  ,20160309,8649.1,8634.11
M2300  ,20160309,342.45,342.75
2330,20160310,129.8263,131.0991
TWN50  ,20160310,6302.63,6329.29
Y9999  ,20160310,8633.66,8660.7
M2300  ,20160310,342.94,344.25
2330,20160311,131.0991,131.5234
TWN50  ,20160311,6331.07,6363.53
Y9999  ,20160311,8663.29,8706.14
M2300  ,20160311,344.48,346.38
2330,20160314,132.7962,132.3719
TWN50  ,20160314,6406.7,6399.6
Y9999  ,20160314,8746.48,8747.9
M2300  ,20160314,348.56,349.39
2330,20160315,131.5234,131.0991
TWN50  ,20160315,6392.72,6311.62
Y9999  ,20160315,8745.57,8611.18
M2300  ,20160315,349.1,343.9
2330,20160316,131.9477,132.3719
TWN50  ,20160316,6338.94,6371.47
Y9999  ,20160316,8637.63,8699.14
M2300  ,20160316,345.36,347.76
2330,20160317,135.3418,134.4933
TWN50  ,20160317,6445.72,6421.44
Y9999  ,20160317,8763.51,8734.54
